feature,mapped_feature,n_models,consensus_score,mean_importance,pct_models
Feature_134,Feature_134,1,0.09595959595959597,0.3668073381874759,9.090909090909092
Feature_69,Protein_KRAS; Protein_STAT1; Protein_MAPK1,4,0.0954575370429029,0.038042443061351336,36.36363636363637
Feature_27,Protein_KRAS; Protein_MYC; Protein_PIK3R1,4,0.091600830829717,0.09778721974981262,36.36363636363637
Feature_216,Feature_216,2,0.09105408148470348,0.24135766903989603,18.181818181818183
Feature_72,Protein_KRAS; Protein_GRB2; Protein_SHC1,4,0.08806317139650473,0.03963257752609472,36.36363636363637
Feature_116,Feature_116,2,0.0879247015610652,0.1657271534642864,18.181818181818183
Feature_50,Protein_KRAS; Protein_CTNNB1; Protein_FYN,1,0.08754208754208753,0.4018980497623016,9.090909090909092
Feature_110,Feature_110,1,0.08754208754208753,0.48831544112319647,9.090909090909092
Feature_34,Protein_KRAS; Protein_GRB2; Protein_SHC1,4,0.0863578178094307,0.0314867315756407,36.36363636363637
Feature_18,Protein_KRAS; Protein_GRB2; Protein_MAPK1,3,0.08222703222703222,0.044196097234496336,27.272727272727273
Feature_60,Protein_KRAS; Protein_MYC; Protein_GRB2,4,0.08170986698222117,0.013739801848930163,36.36363636363637
Feature_277,Feature_277,2,0.08126721763085398,0.22708116116410493,18.181818181818183
Feature_98,Protein_KRAS; Protein_GRB2; Protein_MAPK1,3,0.07934609250398725,0.08157664972905082,27.272727272727273
Feature_39,Protein_KRAS; Protein_MYC; Protein_RNF4,2,0.07833894500561167,0.16350290396103648,18.181818181818183
Feature_146,Feature_146,2,0.07768157768157768,0.13973738025258894,18.181818181818183
Feature_45,Protein_KRAS; Protein_MYC; Protein_STAT1,3,0.07751623376623376,0.02332237277976652,27.272727272727273
Feature_65,Protein_KRAS; Protein_GRB2; Protein_MYC,2,0.07563538611925709,0.13215842275046852,18.181818181818183
Feature_119,Feature_119,2,0.07372425554243736,0.20319320289260948,18.181818181818183
Feature_127,Feature_127,1,0.07196969696969698,0.11808383376327167,9.090909090909092
Feature_171,Feature_171,1,0.07162534435261708,0.46301625508702576,9.090909090909092
Feature_196,Feature_196,2,0.07061923583662713,0.18521962968779296,18.181818181818183
Feature_15,Protein_KRAS; Protein_GRB2; Protein_CTNNB1,2,0.07001836547291093,0.08893379854882473,18.181818181818183
Feature_35,Protein_KRAS; Protein_FYN; Protein_RNF4,3,0.06934865900383141,0.09650305787213713,27.272727272727273
Feature_85,Protein_KRAS; Protein_GRB2; Protein_MAPK1,3,0.06892181892181892,0.02777638778757042,27.272727272727273
Feature_97,Protein_KRAS; Protein_SHC1; Protein_GRB2,3,0.06860342210460228,0.05981423091681997,27.272727272727273
Feature_103,Feature_103,1,0.0675990675990676,0.3124724130806371,9.090909090909092
Feature_138,Feature_138,2,0.06734006734006734,0.08855260740961902,18.181818181818183
Feature_104,Feature_104,3,0.06392702738644165,0.06610570655473756,27.272727272727273
Feature_21,Protein_KRAS; Protein_GRB2; Protein_FYN,2,0.06341991341991343,0.06711452184321796,18.181818181818183
Feature_7,Protein_KRAS; Protein_NRG1; Protein_RANBP9,3,0.06264666870727477,0.05218075937630651,27.272727272727273
Feature_19,Protein_KRAS; Protein_GRB2; Protein_PIK3R1,2,0.06228956228956229,0.06752579506717525,18.181818181818183
Feature_75,Protein_KRAS; Protein_RNF4; Protein_EFTUD2,4,0.061866479407300785,0.017010329125197104,36.36363636363637
Feature_58,Protein_KRAS; Protein_PIK3R1; Protein_GRB2,2,0.061427673867865254,0.023118052574347226,18.181818181818183
Feature_226,Feature_226,1,0.06060606060606061,0.4415205122075205,9.090909090909092
Feature_227,Feature_227,1,0.0606060606060606,0.25567899873580624,9.090909090909092
Feature_118,Feature_118,2,0.06022962544701675,0.10857571213026324,18.181818181818183
Feature_84,Protein_PIK3R1; Protein_CTNNB1; Protein_GRB2,3,0.05987595987595988,0.054135741229002755,27.272727272727273
Feature_29,Protein_KRAS; Protein_CTNNB1; Protein_STAT1,3,0.05456105655573741,0.061379695812877964,27.272727272727273
Feature_64,Protein_KRAS; Protein_ITM2B; GO_0030099_instance,2,0.054356060606060616,0.07654075675497095,18.181818181818183
Feature_155,Feature_155,3,0.05199196938327373,0.09320329015123842,27.272727272727273
Feature_49,Protein_GRB2; Protein_KRAS; Protein_SHC1,3,0.050865800865800864,0.0031078039476796714,27.272727272727273
Feature_195,Feature_195,2,0.050323928944618596,0.16214193682978145,18.181818181818183
Feature_275,Feature_275,1,0.04924242424242424,0.38879391918288775,9.090909090909092
Feature_36,Protein_KRAS; Protein_GRB2; Protein_SHC1,3,0.04885037834297876,0.0759076312396261,27.272727272727273
Feature_3,Protein_KRAS; Protein_GRB2; Protein_GABPA,1,0.04882154882154882,0.2631109154483873,9.090909090909092
Feature_179,Feature_179,2,0.04828282828282829,0.10753445327128848,18.181818181818183
Feature_250,Feature_250,2,0.046707678286625656,0.1198264871317604,18.181818181818183
Feature_11,Protein_KRAS; Protein_GRB2; Protein_MYC,1,0.046464646464646465,0.12172718898684706,9.090909090909092
Feature_243,Feature_243,1,0.0463458110516934,0.3787526152398227,9.090909090909092
Feature_143,Feature_143,2,0.04506604506604507,0.1026635320431953,18.181818181818183
Feature_205,Feature_205,2,0.04433221099887766,0.1611905177065666,18.181818181818183
Feature_79,Protein_MAPK1; Protein_GRB2; Protein_NRG1,2,0.04324739300108758,0.17422261342955087,18.181818181818183
Feature_70,Protein_GRB2; Protein_PIK3R1; Protein_CTNNB1,2,0.04281949934123847,0.0,18.181818181818183
Feature_148,Feature_148,2,0.0404040404040404,0.09317308308921061,18.181818181818183
Feature_199,Feature_199,2,0.038554778554778554,0.07424934394990229,18.181818181818183
Feature_154,Feature_154,1,0.03838383838383839,0.17394092860269295,9.090909090909092
Feature_189,Feature_189,2,0.03742711669540938,0.12906880409811833,18.181818181818183
Feature_192,Feature_192,2,0.036396574440052704,0.06551599158702771,18.181818181818183
Feature_204,Feature_204,2,0.03578643578643578,0.11561632953426246,18.181818181818183
Feature_42,Protein_KRAS; Protein_MYC; Protein_GRB2,2,0.035672035672035675,0.02534230967186793,18.181818181818183
Feature_186,Feature_186,1,0.035650623885918005,0.14832732300052615,9.090909090909092
Feature_89,Protein_KRAS; Protein_GRB2; Protein_MYC,2,0.03449265381083563,0.049688929322873034,18.181818181818183
Feature_178,Feature_178,1,0.03409090909090909,0.03149868126434224,9.090909090909092
Feature_212,Feature_212,2,0.03406834300451322,0.0,18.181818181818183
Feature_190,Feature_190,2,0.03405210497409079,0.027360269283491494,18.181818181818183
Feature_218,Feature_218,2,0.033958570543936396,0.10996932847519345,18.181818181818183
Feature_160,Feature_160,1,0.0338680926916221,0.04112578018462748,9.090909090909092
Feature_117,Feature_117,1,0.032828282828282825,0.33217698258841727,9.090909090909092
Feature_158,Feature_158,2,0.03259187620889749,0.12058183095963314,18.181818181818183
Feature_88,Protein_KRAS; Protein_GRB2; Protein_MYC,2,0.032537808511834486,0.007450781545755049,18.181818181818183
Feature_260,Feature_260,1,0.0320855614973262,0.03148034558480502,9.090909090909092
Feature_165,Feature_165,1,0.03198653198653199,0.023389009766166778,9.090909090909092
Feature_140,Feature_140,2,0.0316017316017316,0.01124566054901142,18.181818181818183
Feature_193,Feature_193,2,0.0313020313020313,0.01627714150376852,18.181818181818183
Feature_123,Feature_123,2,0.031043771043771047,0.07867010729968671,18.181818181818183
Feature_52,Protein_KRAS; Protein_RPA2; Protein_MAPK1,2,0.030467274369713398,0.016727856000762216,18.181818181818183
Feature_215,Feature_215,2,0.030399742101869763,0.1038056343178272,18.181818181818183
Feature_168,Feature_168,1,0.030303030303030304,0.023301266035057416,9.090909090909092
Feature_106,Feature_106,1,0.02929292929292929,0.20527726828979453,9.090909090909092
Feature_211,Feature_211,2,0.02904539465804288,0.0,18.181818181818183
Feature_100,Feature_100,1,0.028138528138528136,0.32231112798393646,9.090909090909092
Feature_66,Protein_KRAS; Protein_GRB2; Protein_FYN,1,0.027272727272727275,0.0,9.090909090909092
Feature_248,Feature_248,1,0.02727272727272727,0.0058376465023254175,9.090909090909092
Feature_293,Feature_293,1,0.027168234064785787,0.31327650726633954,9.090909090909092
Feature_230,Feature_230,1,0.026262626262626262,0.28691514764285947,9.090909090909092
Feature_209,Feature_209,2,0.02547960222378827,0.0,18.181818181818183
Feature_210,Feature_210,2,0.025206611570247936,0.0,18.181818181818183
Feature_164,Feature_164,2,0.02517459311884399,0.037987585883838826,18.181818181818183
Feature_220,Feature_220,1,0.024793388429752063,0.0,9.090909090909092
Feature_213,Feature_213,2,0.024146848822173494,0.0,18.181818181818183
Feature_290,Feature_290,1,0.023875114784205693,0.2597153375932147,9.090909090909092
Feature_201,Feature_201,1,0.023715415019762844,0.0,9.090909090909092
Feature_256,Feature_256,1,0.0231729055258467,0.25838283673475665,9.090909090909092
Feature_200,Feature_200,1,0.022727272727272724,0.0,9.090909090909092
Feature_150,Feature_150,1,0.021969696969696972,0.16921431546074822,9.090909090909092
Feature_43,Protein_GRB2; Protein_KRAS; Protein_MAPK1,1,0.0202020202020202,0.10787859008024023,9.090909090909092
Feature_219,Feature_219,1,0.0202020202020202,0.0,9.090909090909092
Feature_197,Feature_197,1,0.019480519480519477,0.0,9.090909090909092
Feature_132,Feature_132,1,0.01857282502443793,0.002436316445711315,9.090909090909092
Feature_194,Feature_194,1,0.01818181818181818,0.0,9.090909090909092
Feature_163,Feature_163,1,0.017992424242424244,0.10166531619353375,9.090909090909092
Feature_183,Feature_183,1,0.017934446505875074,0.1540373597523645,9.090909090909092
Feature_153,Feature_153,1,0.01790633608815427,0.21527985254275445,9.090909090909092
Feature_198,Feature_198,1,0.01759530791788856,0.0,9.090909090909092
Feature_288,Feature_288,1,0.017127799736495388,0.207750474204004,9.090909090909092
Feature_202,Feature_202,1,0.017045454545454544,0.0,9.090909090909092
Feature_157,Feature_157,1,0.01638001638001638,0.026542707644533682,9.090909090909092
Feature_203,Feature_203,1,0.0160427807486631,0.0,9.090909090909092
Feature_24,Protein_GRB2; Protein_STAT1; Protein_H4C3,1,0.01575757575757576,0.09509644981833898,9.090909090909092
Feature_244,Feature_244,1,0.01575757575757576,0.19383562618772365,9.090909090909092
Feature_144,Feature_144,1,0.014393939393939396,0.0,9.090909090909092
Feature_217,Feature_217,1,0.014354066985645932,0.0,9.090909090909092
Feature_112,Feature_112,1,0.014042867701404288,0.0,9.090909090909092
Feature_139,Feature_139,1,0.013389711064129669,0.0,9.090909090909092
Feature_214,Feature_214,1,0.013303769401330377,0.0,9.090909090909092
Feature_111,Feature_111,1,0.013085399449035815,0.05623578716079059,9.090909090909092
Feature_136,Feature_136,1,0.013085399449035815,0.0,9.090909090909092
Feature_137,Feature_137,1,0.01251646903820817,0.0,9.090909090909092
Feature_120,Feature_120,1,0.012250161186331399,0.0,9.090909090909092
Feature_174,Feature_174,1,0.011994949494949496,0.05059241608870774,9.090909090909092
Feature_121,Feature_121,1,0.011994949494949496,0.0,9.090909090909092
Feature_206,Feature_206,1,0.011857707509881422,0.0,9.090909090909092
Feature_122,Feature_122,1,0.011750154607297465,0.0,9.090909090909092
Feature_233,Feature_233,1,0.011515151515151516,0.0,9.090909090909092
Feature_170,Feature_170,1,0.010909090909090908,0.0,9.090909090909092
